SWANSEA CITY,NEWCASTLE UNITED,4 October 2014,7,20622,2 - 2,L,L,L,L,L,W,L,L,L,L,Ł. Fabiański,N. Taylor,A. Williams,F. Fernández,J. Richards,W. Routledge,N. Dyer,Ki Sung-Yeung,J. Shelvey,G. Sigurðsson,W. Bony,G. Monk,T. Krul,F. Coloccini,M. Williamson,D. Janmaat,P. Dummett,G. Obertan,C. Tioté,M. Sissoko,Y. Gouffran,J. Colback,P. Cissé,A. Pardew
SUNDERLAND,STOKE CITY,4 October 2014,7,42713,3 - 1,W,L,L,D,D,W,L,D,D,D,V. Mannone,J. O'Shea,B. Jones,P. van Aanholt,S. Vergini,L. Cattermole,Jordi Gómez,S. Larsson,W. Buckley,S. Fletcher,C. Wickham,G. Poyet,A. Begović,P. Bardsley,R. Shawcross,M. Wilson,Muniesa,C. Adam,G. Whelan,V. Moses,S. N'Zonzi,P. Crouch,M. Arnautović,M. Hughes
LIVERPOOL,WEST BROMWICH ALBION,4 October 2014,7,44708,2 - 1,L,W,L,L,D,L,W,W,D,W,S. Mignolet,M. Škrtel,D. Lovren,Alberto Moreno,Javi Manquillo,S. Gerrard,A. Lallana,J. Henderson,Philippe Coutinho,R. Lambert,R. Sterling,B. Rodgers,B. Foster,J. Lescott,S. Pocognoli,C. Gamboa,C. Dawson,S. Sessègnon,C. Gardner,J. Morrison,C. Brunt,G. Dorrans,S. Berahino,A. Irvine
LEICESTER CITY,BURNLEY,4 October 2014,7,31448,2 - 2,L,W,L,L,D,L,L,D,D,L,K. Schmeichel,P. Konchesky,W. Morgan,R. De Laet,L. Moore,J. Schlupp,D. Hammond,D. Drinkwater,R. Mahrez,L. Ulloa,J. Vardy,N. Pearson,T. Heaton,S. Ward,J. Shackell,M. Duff,K. Trippier,B. Mee,M. Kightly,S. Arfield,G. Boyd,L. Jutkiewicz,A. Barnes,S. Dyche
HULL CITY,CRYSTAL PALACE,4 October 2014,7,24281,2 - 0,D,L,D,L,W,W,W,W,D,W,S. Harper,M. Dawson,C. Davies,J. Chester,A. Robertson,T. Huddlestone,Ahmed El Mohamady,J. Livermore,M. Diamé,N. Jelavić,A. Hernández,S. Bruce,J. Speroni,D. Delaney,S. Dann,M. Kelly,J. Ward,M. Jedinak,J. Ledley,J. Puncheon,J. McArthur,F. Campbell,Y. Bolasie,N. Warnock
ASTON VILLA,MANCHESTER CITY,4 October 2014,7,32964,0 - 2,L,D,W,L,D,W,W,D,W,W,B. Guzan,P. Senderos,A. Hutton,K. Richardson,A. Cissokho,N. Baker,C. N'Zogbia,F. Delph,A. Westwood,T. Cleverley,A. Weimann,P. Lambert,J. Hart,V. Kompany,P. Zabaleta,A. Kolarov,E. Mangala,J. Milner,David Silva,Y. Touré,Fernandinho,S. Agüero,E. Džeko,M. Pellegrini
MANCHESTER UNITED,EVERTON,5 October 2014,7,75294,2 - 1,L,W,D,L,W,L,D,W,W,D,David de Gea,A. Valencia,Rafael,D. Blind,M. Rojo,L. Shaw,Á. Di María,Mata,P. McNair,R. van Persie,R. Falcao,L. van Gaal,T. Howard,P. Jagielka,L. Baines,T. Hibbert,J. Stones,A. McGeady,S. Pienaar,G. Barry,M. Bešić,S. Naismith,R. Lukaku,Roberto Martínez
TOTTENHAM HOTSPUR,SOUTHAMPTON,5 October 2014,7,35564,1 - 0,W,W,L,W,L,L,W,D,W,L,H. Lloris,Y. Kaboul,J. Vertonghen,D. Rose,K. Naughton,E. Capoue,N. Chadli,R. Mason,E. Lamela,C. Eriksen,E. Adebayor,M. Pochettino,F. Forster,José Fonte,R. Bertrand,N. Clyne,T. Alderweireld,S. Davis,M. Schneiderlin,D. Tadić,V. Wanyama,G. Pellè,S. Mané,R. Koeman
CHELSEA,ARSENAL,5 October 2014,7,41607,2 - 0,W,L,D,W,W,W,L,W,L,L,T. Courtois,J. Terry,G. Cahill,B. Ivanović,Azpilicueta,Fàbregas,N. Matić,Oscar,A. Schürrle,E. Hazard,Diego Costa,José Mourinho,W. Szczęsny,P. Mertesacker,K. Gibbs,L. Koscielny,C. Chambers,M. Özil,M. Flamini,Santi Cazorla,J. Wilshere,A. Sánchez,D. Welbeck,A. Wenger
WEST HAM UNITED,QUEENS PARK RANGERS,5 October 2014,7,34907,2 - 0,W,D,W,L,L,L,W,L,L,W,Adrián,W. Reid,J. Tomkins,A. Cresswell,C. Jenkinson,S. Downing,M. Amalfitano,A. Song,M. Zárate,D. Sakho,E. Valencia,S. Allardyce,R. Green,R. Ferdinand,N. Onuoha,A. Traoré,S. Caulker,N. Kranjčar,K. Henry,L. Fer,Sandro,J. Hoilett,C. Austin,H. Redknapp
LIVERPOOL,EVERTON,27 September 2014,6,44511,1 - 1,L,W,L,L,D,L,D,W,W,D,S. Mignolet,M. Škrtel,D. Lovren,Alberto Moreno,Javi Manquillo,S. Gerrard,A. Lallana,J. Henderson,L. Marković,M. Balotelli,R. Sterling,B. Rodgers,T. Howard,P. Jagielka,L. Baines,T. Hibbert,J. Stones,G. Barry,J. McCarthy,M. Bešić,S. Naismith,K. Mirallas,R. Lukaku,Roberto Martínez
SUNDERLAND,SWANSEA CITY,27 September 2014,6,41325,0 - 0,W,L,L,D,D,L,L,L,L,L,V. Mannone,J. O'Shea,B. Jones,P. van Aanholt,S. Vergini,A. Johnson,L. Cattermole,S. Larsson,J. Rodwell,W. Buckley,C. Wickham,G. Poyet,Ł. Fabiański,N. Taylor,A. Williams,Àngel Rangel,F. Fernández,W. Routledge,N. Dyer,Ki Sung-Yeung,J. Shelvey,G. Sigurðsson,B. Gomis,G. Monk
SOUTHAMPTON,QUEENS PARK RANGERS,27 September 2014,6,30504,2 - 1,L,W,D,W,L,L,W,L,L,W,F. Forster,José Fonte,R. Bertrand,N. Clyne,T. Alderweireld,S. Davis,M. Schneiderlin,D. Tadić,V. Wanyama,G. Pellè,S. Mané,R. Koeman,R. Green,R. Ferdinand,A. Traoré,M. Isla,S. Caulker,N. Kranjčar,L. Fer,M. Phillips,Sandro,E. Vargas,C. Austin,H. Redknapp
MANCHESTER UNITED,WEST HAM UNITED,27 September 2014,6,75317,2 - 1,L,W,D,L,W,W,D,W,L,L,David de Gea,Rafael,D. Blind,M. Rojo,L. Shaw,Á. Di María,Ander Herrera,P. McNair,R. van Persie,W. Rooney,R. Falcao,L. van Gaal,Adrián,G. Demel,W. Reid,J. Tomkins,A. Cresswell,S. Downing,M. Amalfitano,A. Song,D. Poyet,D. Sakho,E. Valencia,S. Allardyce
HULL CITY,MANCHESTER CITY,27 September 2014,6,22859,2 - 4,D,L,D,L,W,W,W,D,W,W,A. McGregor,L. Rosenior,M. Dawson,C. Davies,A. Robertson,T. Huddlestone,Ahmed El Mohamady,J. Livermore,M. Diamé,N. Jelavić,A. Hernández,S. Bruce,W. Caballero,V. Kompany,G. Clichy,P. Zabaleta,E. Mangala,J. Milner,David Silva,Y. Touré,Fernandinho,S. Agüero,E. Džeko,M. Pellegrini
CRYSTAL PALACE,LEICESTER CITY,27 September 2014,6,24311,2 - 0,W,W,W,D,W,L,W,L,L,D,J. Speroni,D. Delaney,S. Dann,M. Kelly,J. Ward,M. Jedinak,J. Ledley,J. Puncheon,J. McArthur,F. Campbell,Y. Bolasie,N. Warnock,K. Schmeichel,P. Konchesky,W. Morgan,R. De Laet,L. Moore,E. Cambiasso,D. Hammond,D. Drinkwater,D. Nugent,L. Ulloa,J. Vardy,N. Pearson
CHELSEA,ASTON VILLA,27 September 2014,6,41616,3 - 0,W,L,D,W,W,L,D,W,L,D,T. Courtois,J. Terry,G. Cahill,B. Ivanović,Azpilicueta,Fàbregas,N. Matić,Oscar,Willian,E. Hazard,Diego Costa,José Mourinho,B. Guzan,P. Senderos,A. Hutton,K. Richardson,A. Cissokho,N. Baker,F. Delph,A. Westwood,T. Cleverley,G. Agbonlahor,A. Weimann,P. Lambert
ARSENAL,TOTTENHAM HOTSPUR,27 September 2014,6,59900,1 - 1,W,L,W,L,L,W,W,L,W,L,W. Szczęsny,P. Mertesacker,K. Gibbs,L. Koscielny,C. Chambers,M. Özil,Arteta,J. Wilshere,A. Ramsey,A. Oxlade-Chamberlain,D. Welbeck,A. Wenger,H. Lloris,Y. Kaboul,J. Vertonghen,D. Rose,K. Naughton,E. Capoue,N. Chadli,R. Mason,E. Lamela,C. Eriksen,E. Adebayor,M. Pochettino
WEST BROMWICH ALBION,BURNLEY,28 September 2014,6,24286,4 - 0,L,W,W,D,W,L,L,D,D,L,B. Foster,J. Lescott,S. Pocognoli,C. Dawson,A. Wisdom,S. Sessègnon,C. Gardner,J. Morrison,C. Brunt,G. Dorrans,S. Berahino,A. Irvine,T. Heaton,S. Reid,J. Shackell,M. Duff,K. Trippier,B. Mee,R. Wallace,M. Kightly,S. Arfield,G. Boyd,L. Jutkiewicz,S. Dyche
STOKE CITY,NEWCASTLE UNITED,30 September 2014,6,26332,1 - 0,W,L,D,D,D,W,L,L,L,L,A. Begović,P. Bardsley,R. Shawcross,M. Wilson,Muniesa,C. Adam,G. Whelan,V. Moses,S. N'Zonzi,P. Crouch,M. Diouf,M. Hughes,T. Krul,F. Coloccini,M. Williamson,D. Janmaat,P. Dummett,C. Tioté,M. Sissoko,Y. Gouffran,J. Colback,R. Cabella,E. Rivière,A. Pardew
QUEENS PARK RANGERS,STOKE CITY,20 September 2014,5,16163,2 - 2,L,W,L,L,W,W,L,D,D,D,R. Green,R. Ferdinand,A. Traoré,M. Isla,S. Caulker,N. Kranjčar,J. Barton,J. Mutch,L. Fer,E. Vargas,C. Austin,H. Redknapp,A. Begović,E. Pieters,P. Bardsley,R. Shawcross,M. Wilson,C. Adam,G. Whelan,V. Moses,S. N'Zonzi,P. Crouch,M. Diouf,M. Hughes
SWANSEA CITY,SOUTHAMPTON,20 September 2014,5,20596,0 - 1,L,L,L,L,L,L,W,D,W,L,Ł. Fabiański,N. Taylor,A. Williams,Àngel Rangel,F. Fernández,W. Routledge,N. Dyer,Ki Sung-Yeung,J. Shelvey,G. Sigurðsson,W. Bony,G. Monk,F. Forster,M. Yoshida,José Fonte,R. Bertrand,N. Clyne,J. Cork,M. Schneiderlin,D. Tadić,J. Ward-Prowse,S. Long,G. Pellè,R. Koeman
NEWCASTLE UNITED,HULL CITY,20 September 2014,5,49119,2 - 2,W,L,L,L,L,D,L,D,L,W,T. Krul,F. Coloccini,M. Williamson,D. Janmaat,P. Dummett,C. Tioté,M. Sissoko,Y. Gouffran,J. Colback,R. Cabella,E. Rivière,A. Pardew,A. McGregor,M. Dawson,C. Davies,A. Robertson,S. Quinn,T. Huddlestone,Ahmed El Mohamady,J. Livermore,M. Diamé,N. Jelavić,A. Hernández,S. Bruce
BURNLEY,SUNDERLAND,20 September 2014,5,20026,0 - 0,L,L,D,D,L,W,L,L,D,D,T. Heaton,J. Shackell,M. Duff,K. Trippier,B. Mee,D. Jones,D. Marney,S. Arfield,G. Boyd,L. Jutkiewicz,M. Sordell,S. Dyche,V. Mannone,W. Brown,J. O'Shea,P. van Aanholt,S. Vergini,A. Johnson,L. Cattermole,S. Larsson,J. Rodwell,E. Giaccherini,C. Wickham,G. Poyet
ASTON VILLA,ARSENAL,20 September 2014,5,40013,0 - 3,L,D,W,L,D,W,L,W,L,L,B. Guzan,P. Senderos,A. Hutton,K. Richardson,A. Cissokho,C. Clark,C. Sánchez,F. Delph,T. Cleverley,G. Agbonlahor,A. Weimann,P. Lambert,W. Szczęsny,P. Mertesacker,K. Gibbs,L. Koscielny,C. Chambers,M. Özil,Arteta,Santi Cazorla,A. Ramsey,A. Oxlade-Chamberlain,D. Welbeck,A. Wenger
WEST HAM UNITED,LIVERPOOL,20 September 2014,5,34977,3 - 1,W,D,W,L,L,L,W,L,L,D,Adrián,G. Demel,W. Reid,J. Tomkins,A. Cresswell,S. Downing,A. Song,M. Noble,C. Kouyaté,D. Sakho,E. Valencia,S. Allardyce,S. Mignolet,M. Škrtel,D. Lovren,Alberto Moreno,Javi Manquillo,S. Gerrard,Lucas Leiva,J. Henderson,M. Balotelli,F. Borini,R. Sterling,B. Rodgers
TOTTENHAM HOTSPUR,WEST BROMWICH ALBION,21 September 2014,5,35861,0 - 1,W,W,L,W,L,L,W,W,D,W,H. Lloris,Y. Kaboul,D. Rose,V. Chiricheș,M. Dembélé,E. Capoue,N. Chadli,E. Lamela,C. Eriksen,E. Dier,E. Adebayor,M. Pochettino,B. Foster,J. Lescott,S. Pocognoli,C. Dawson,A. Wisdom,S. Sessègnon,C. Gardner,J. Morrison,C. Brunt,G. Dorrans,S. Berahino,A. Irvine
LEICESTER CITY,MANCHESTER UNITED,21 September 2014,5,31784,5 - 3,L,W,L,L,D,L,W,D,L,W,K. Schmeichel,P. Konchesky,W. Morgan,R. De Laet,L. Moore,E. Cambiasso,D. Hammond,D. Drinkwater,D. Nugent,L. Ulloa,J. Vardy,N. Pearson,David de Gea,J. Evans,Rafael,D. Blind,M. Rojo,T. Blackett,Á. Di María,Ander Herrera,R. van Persie,W. Rooney,R. Falcao,L. van Gaal
MANCHESTER CITY,CHELSEA,21 September 2014,5,45602,1 - 1,W,W,D,W,W,W,L,D,W,W,J. Hart,V. Kompany,P. Zabaleta,A. Kolarov,E. Mangala,J. Milner,David Silva,Y. Touré,Fernandinho,S. Agüero,E. Džeko,M. Pellegrini,T. Courtois,J. Terry,G. Cahill,B. Ivanović,Azpilicueta,Fàbregas,Ramires,N. Matić,Willian,E. Hazard,Diego Costa,José Mourinho
EVERTON,CRYSTAL PALACE,21 September 2014,5,37574,2 - 3,L,D,W,W,D,W,W,W,D,W,T. Howard,P. Jagielka,L. Baines,S. Distin,J. Stones,G. Barry,L. Osman,J. McCarthy,C. Atsu,S. Eto'o,R. Lukaku,Roberto Martínez,J. Speroni,D. Delaney,S. Dann,M. Kelly,J. Ward,M. Jedinak,J. Ledley,J. Puncheon,J. McArthur,F. Campbell,Y. Bolasie,N. Warnock
ARSENAL,MANCHESTER CITY,13 September 2014,4,60003,2 - 2,W,L,W,L,L,W,W,D,W,W,W. Szczęsny,P. Mertesacker,M. Debuchy,Nacho Monreal,L. Koscielny,M. Özil,M. Flamini,J. Wilshere,A. Ramsey,A. Sánchez,D. Welbeck,A. Wenger,J. Hart,V. Kompany,M. Demichelis,G. Clichy,P. Zabaleta,F. Lampard,J. Milner,David Silva,Jesús Navas,Fernandinho,S. Agüero,M. Pellegrini
WEST BROMWICH ALBION,EVERTON,13 September 2014,4,23567,0 - 2,L,W,W,D,W,L,D,W,W,D,B. Foster,J. Olsson,S. Pocognoli,C. Dawson,A. Wisdom,C. Gardner,J. Morrison,C. Brunt,G. Dorrans,B. Ideye,S. Berahino,A. Irvine,T. Howard,P. Jagielka,L. Baines,S. Coleman,J. Stones,A. McGeady,G. Barry,J. McCarthy,S. Naismith,K. Mirallas,R. Lukaku,Roberto Martínez
SUNDERLAND,TOTTENHAM HOTSPUR,13 September 2014,4,40799,2 - 2,W,L,L,D,D,W,W,L,W,L,V. Mannone,W. Brown,J. O'Shea,P. van Aanholt,S. Vergini,A. Johnson,L. Cattermole,S. Larsson,J. Rodwell,R. Álvarez,C. Wickham,G. Poyet,H. Lloris,Y. Kaboul,D. Rose,V. Chiricheș,M. Dembélé,E. Capoue,N. Chadli,E. Lamela,C. Eriksen,E. Dier,E. Adebayor,M. Pochettino
STOKE CITY,LEICESTER CITY,13 September 2014,4,27500,0 - 1,W,L,D,D,D,L,W,L,L,D,A. Begović,E. Pieters,P. Bardsley,R. Shawcross,M. Wilson,G. Whelan,V. Moses,S. N'Zonzi,P. Crouch,J. Walters,Bojan,M. Hughes,B. Hamer,P. Konchesky,W. Morgan,R. De Laet,L. Moore,J. Schlupp,A. King,D. Hammond,R. Mahrez,D. Nugent,L. Ulloa,N. Pearson
SOUTHAMPTON,NEWCASTLE UNITED,13 September 2014,4,29678,4 - 0,L,W,D,W,L,W,L,L,L,L,F. Forster,José Fonte,R. Bertrand,N. Clyne,T. Alderweireld,S. Davis,J. Cork,M. Schneiderlin,D. Tadić,S. Long,G. Pellè,R. Koeman,T. Krul,F. Coloccini,M. Williamson,D. Janmaat,M. Haïdara,M. Sissoko,Y. Gouffran,V. Anita,J. Colback,R. Cabella,E. Rivière,A. Pardew
CRYSTAL PALACE,BURNLEY,13 September 2014,4,23829,0 - 0,W,W,W,D,W,L,L,D,D,L,J. Speroni,A. Mariappa,D. Delaney,S. Dann,J. Ward,M. Jedinak,J. Puncheon,J. McArthur,F. Campbell,W. Zaha,D. Gayle,N. Warnock,T. Heaton,J. Shackell,M. Duff,K. Trippier,B. Mee,D. Jones,D. Marney,S. Arfield,G. Boyd,L. Jutkiewicz,D. Ings,S. Dyche
CHELSEA,SWANSEA CITY,13 September 2014,4,41400,4 - 2,W,L,D,W,W,L,L,L,L,L,T. Courtois,J. Terry,G. Cahill,B. Ivanović,Azpilicueta,Fàbregas,N. Matić,Oscar,A. Schürrle,E. Hazard,Diego Costa,José Mourinho,Ł. Fabiański,N. Taylor,A. Williams,Àngel Rangel,Jordi Amat,W. Routledge,N. Dyer,Ki Sung-Yeung,J. Shelvey,G. Sigurðsson,B. Gomis,G. Monk
LIVERPOOL,ASTON VILLA,13 September 2014,4,44689,0 - 1,L,W,L,L,D,L,D,W,L,D,S. Mignolet,M. Sakho,D. Lovren,Alberto Moreno,Javi Manquillo,S. Gerrard,A. Lallana,J. Henderson,Philippe Coutinho,L. Marković,M. Balotelli,B. Rodgers,B. Guzan,P. Senderos,A. Hutton,K. Richardson,A. Cissokho,N. Baker,F. Delph,A. Westwood,T. Cleverley,G. Agbonlahor,A. Weimann,P. Lambert
MANCHESTER UNITED,QUEENS PARK RANGERS,14 September 2014,4,75355,4 - 0,L,W,D,L,W,L,W,L,L,W,David de Gea,J. Evans,Rafael,D. Blind,M. Rojo,T. Blackett,Á. Di María,Mata,Ander Herrera,R. van Persie,W. Rooney,L. van Gaal,R. Green,R. Ferdinand,M. Isla,C. Hill,S. Caulker,N. Kranjčar,L. Fer,M. Phillips,Sandro,J. Hoilett,C. Austin,H. Redknapp
HULL CITY,WEST HAM UNITED,16 September 2014,4,21275,2 - 2,D,L,D,L,W,W,D,W,L,L,A. McGregor,M. Dawson,C. Davies,A. Robertson,S. Quinn,T. Huddlestone,Ahmed El Mohamady,J. Livermore,M. Diamé,N. Jelavić,A. Hernández,S. Bruce,Adrián,G. Demel,W. Reid,J. Tomkins,A. Cresswell,S. Downing,M. Noble,C. Kouyaté,M. Zárate,D. Sakho,E. Valencia,S. Allardyce
BURNLEY,MANCHESTER UNITED,30 August 2014,3,21099,0 - 0,L,L,D,D,L,L,W,D,L,W,T. Heaton,J. Shackell,M. Duff,K. Trippier,B. Mee,M. Taylor,D. Jones,D. Marney,S. Arfield,L. Jutkiewicz,D. Ings,S. Dyche,David de Gea,A. Valencia,A. Young,J. Evans,P. Jones,T. Blackett,D. Fletcher,Á. Di María,Mata,R. van Persie,W. Rooney,L. van Gaal
WEST HAM UNITED,SOUTHAMPTON,30 August 2014,3,34907,1 - 3,W,D,W,L,L,L,W,D,W,L,Adrián,J. O'Brien,W. Reid,J. Tomkins,A. Cresswell,S. Downing,M. Noble,C. Kouyaté,Ricardo Vaz Té,C. Cole,M. Zárate,S. Allardyce,F. Forster,M. Yoshida,José Fonte,R. Bertrand,N. Clyne,S. Davis,M. Schneiderlin,D. Tadić,J. Ward-Prowse,S. Long,G. Pellè,R. Koeman
SWANSEA CITY,WEST BROMWICH ALBION,30 August 2014,3,20318,3 - 0,L,L,L,L,L,L,W,W,D,W,Ł. Fabiański,N. Taylor,A. Williams,Àngel Rangel,Jordi Amat,W. Routledge,N. Dyer,Ki Sung-Yeung,J. Shelvey,G. Sigurðsson,W. Bony,G. Monk,B. Foster,J. Olsson,C. Dawson,J. Davidson,A. Wisdom,C. Gardner,Y. Mulumbu,C. Brunt,G. Dorrans,B. Ideye,S. Berahino,A. Irvine
QUEENS PARK RANGERS,SUNDERLAND,30 August 2014,3,17930,1 - 0,L,W,L,L,W,W,L,L,D,D,R. Green,R. Ferdinand,M. Isla,C. Hill,S. Caulker,J. Barton,J. Mutch,L. Fer,M. Phillips,J. Hoilett,C. Austin,H. Redknapp,V. Mannone,W. Brown,J. O'Shea,P. van Aanholt,S. Vergini,A. Johnson,L. Cattermole,S. Larsson,J. Rodwell,S. Fletcher,C. Wickham,G. Poyet
NEWCASTLE UNITED,CRYSTAL PALACE,30 August 2014,3,49226,3 - 3,W,L,L,L,L,W,W,W,D,W,T. Krul,F. Coloccini,M. Williamson,D. Janmaat,M. Haïdara,M. Sissoko,Y. Gouffran,S. de Jong,J. Colback,R. Cabella,E. Rivière,A. Pardew,J. Speroni,A. Mariappa,D. Delaney,S. Dann,M. Kelly,J. Ward,M. Jedinak,J. Puncheon,M. Chamakh,Y. Bolasie,D. Gayle,N. Warnock
MANCHESTER CITY,STOKE CITY,30 August 2014,3,45622,0 - 1,W,W,D,W,W,W,L,D,D,D,J. Hart,B. Sagna,V. Kompany,M. Demichelis,A. Kolarov,S. Nasri,David Silva,Y. Touré,Fernando,S. Agüero,S. Jovetić,M. Pellegrini,A. Begović,E. Pieters,P. Bardsley,R. Shawcross,M. Wilson,G. Whelan,V. Moses,S. N'Zonzi,P. Crouch,J. Walters,M. Diouf,M. Hughes
EVERTON,CHELSEA,30 August 2014,3,39402,3 - 6,L,D,W,W,D,W,L,D,W,W,T. Howard,P. Jagielka,L. Baines,S. Distin,S. Coleman,A. McGeady,G. Barry,J. McCarthy,S. Naismith,K. Mirallas,R. Lukaku,Roberto Martínez,T. Courtois,J. Terry,G. Cahill,B. Ivanović,Azpilicueta,Fàbregas,Ramires,N. Matić,Willian,E. Hazard,Diego Costa,José Mourinho
TOTTENHAM HOTSPUR,LIVERPOOL,31 August 2014,3,36130,0 - 3,W,W,L,W,L,L,W,L,L,D,H. Lloris,Y. Kaboul,J. Vertonghen,D. Rose,E. Capoue,N. Chadli,E. Lamela,C. Eriksen,N. Bentaleb,E. Dier,E. Adebayor,M. Pochettino,S. Mignolet,M. Sakho,D. Lovren,Alberto Moreno,Javi Manquillo,S. Gerrard,J. Allen,J. Henderson,D. Sturridge,M. Balotelli,R. Sterling,B. Rodgers
ASTON VILLA,HULL CITY,31 August 2014,3,28336,2 - 1,L,D,W,L,D,D,L,D,L,W,B. Guzan,P. Senderos,A. Hutton,R. Vlaar,K. Richardson,A. Cissokho,C. N'Zogbia,F. Delph,A. Westwood,G. Agbonlahor,A. Weimann,P. Lambert,A. McGregor,M. Dawson,C. Davies,P. McShane,A. Robertson,S. Quinn,T. Huddlestone,Ahmed El Mohamady,J. Livermore,T. Ince,N. Jelavić,S. Bruce
LEICESTER CITY,ARSENAL,31 August 2014,3,31535,1 - 1,L,W,L,L,D,W,L,W,L,L,K. Schmeichel,P. Konchesky,W. Morgan,R. De Laet,L. Moore,J. Schlupp,A. King,D. Hammond,R. Mahrez,D. Nugent,L. Ulloa,N. Pearson,W. Szczęsny,P. Mertesacker,M. Debuchy,Nacho Monreal,L. Koscielny,M. Özil,M. Flamini,Santi Cazorla,A. Ramsey,A. Sánchez,Y. Sanogo,A. Wenger
ASTON VILLA,NEWCASTLE UNITED,23 August 2014,2,30267,0 - 0,L,D,W,L,D,W,L,L,L,L,B. Guzan,P. Senderos,A. Hutton,R. Vlaar,K. Richardson,A. Cissokho,C. N'Zogbia,F. Delph,A. Westwood,G. Agbonlahor,A. Weimann,P. Lambert,T. Krul,F. Coloccini,M. Williamson,D. Janmaat,P. Dummett,M. Sissoko,Y. Gouffran,V. Anita,J. Colback,R. Cabella,E. Rivière,A. Pardew
SWANSEA CITY,BURNLEY,23 August 2014,2,20565,1 - 0,L,L,L,L,L,L,L,D,D,L,Ł. Fabiański,N. Taylor,A. Williams,Àngel Rangel,Jordi Amat,W. Routledge,N. Dyer,Ki Sung-Yeung,J. Shelvey,G. Sigurðsson,W. Bony,G. Monk,T. Heaton,J. Shackell,M. Duff,K. Trippier,B. Mee,M. Taylor,D. Jones,D. Marney,S. Arfield,L. Jutkiewicz,D. Ings,S. Dyche
SOUTHAMPTON,WEST BROMWICH ALBION,23 August 2014,2,27598,0 - 0,L,W,D,W,L,L,W,W,D,W,F. Forster,M. Yoshida,José Fonte,R. Bertrand,N. Clyne,S. Davis,M. Schneiderlin,D. Tadić,V. Wanyama,J. Ward-Prowse,G. Pellè,R. Koeman,B. Foster,J. Olsson,S. Pocognoli,C. Dawson,A. Wisdom,C. Gardner,Y. Mulumbu,C. Brunt,G. Dorrans,V. Anichebe,S. Berahino,A. Irvine
CRYSTAL PALACE,WEST HAM UNITED,23 August 2014,2,24242,1 - 3,W,W,W,D,W,W,D,W,L,L,J. Speroni,B. Hangeland,D. Delaney,M. Kelly,J. Ward,M. Jedinak,B. Bannan,S. O'Keefe,M. Chamakh,F. Campbell,Y. Bolasie,K. Millen,Adrián,J. O'Brien,W. Reid,J. Tomkins,A. Cresswell,S. Downing,M. Noble,C. Kouyaté,Ricardo Vaz Té,C. Cole,M. Zárate,S. Allardyce
CHELSEA,LEICESTER CITY,23 August 2014,2,41604,2 - 0,W,L,D,W,W,L,W,L,L,D,T. Courtois,J. Terry,G. Cahill,B. Ivanović,Azpilicueta,Fàbregas,N. Matić,Oscar,A. Schürrle,E. Hazard,Diego Costa,José Mourinho,K. Schmeichel,P. Konchesky,W. Morgan,R. De Laet,L. Moore,J. Schlupp,A. King,D. Hammond,R. Mahrez,D. Nugent,L. Ulloa,N. Pearson
EVERTON,ARSENAL,23 August 2014,2,39490,2 - 2,L,D,W,W,D,W,L,W,L,L,T. Howard,P. Jagielka,L. Baines,S. Distin,S. Coleman,S. Pienaar,G. Barry,J. McCarthy,S. Naismith,K. Mirallas,R. Lukaku,Roberto Martínez,W. Szczęsny,P. Mertesacker,M. Debuchy,Nacho Monreal,C. Chambers,M. Özil,M. Flamini,J. Wilshere,A. Ramsey,A. Oxlade-Chamberlain,A. Sánchez,A. Wenger
TOTTENHAM HOTSPUR,QUEENS PARK RANGERS,24 August 2014,2,36109,4 - 0,W,W,L,W,L,L,W,L,L,W,H. Lloris,Y. Kaboul,J. Vertonghen,D. Rose,E. Capoue,N. Chadli,E. Lamela,C. Eriksen,N. Bentaleb,E. Dier,E. Adebayor,M. Pochettino,R. Green,R. Ferdinand,R. Dunne,A. Traoré,M. Isla,S. Caulker,J. Barton,J. Mutch,L. Fer,M. Phillips,L. Rémy,H. Redknapp
HULL CITY,STOKE CITY,24 August 2014,2,24348,1 - 1,D,L,D,L,W,W,L,D,D,D,A. McGregor,C. Davies,P. McShane,J. Chester,A. Robertson,S. Quinn,T. Huddlestone,Ahmed El Mohamady,J. Livermore,T. Ince,N. Jelavić,S. Bruce,A. Begović,E. Pieters,P. Bardsley,R. Shawcross,M. Wilson,S. Sidwell,G. Whelan,S. N'Zonzi,P. Odemwingie,M. Arnautović,M. Diouf,M. Hughes
SUNDERLAND,MANCHESTER UNITED,24 August 2014,2,43217,1 - 1,W,L,L,D,D,L,W,D,L,W,V. Mannone,W. Brown,J. O'Shea,P. van Aanholt,S. Vergini,L. Cattermole,S. Larsson,J. Rodwell,W. Buckley,S. Fletcher,C. Wickham,G. Poyet,David de Gea,A. Valencia,A. Young,C. Smalling,P. Jones,T. Blackett,D. Fletcher,Mata,T. Cleverley,R. van Persie,W. Rooney,L. van Gaal
