AFC BOURNEMOUTH,WEST HAM UNITED,11 March 2017,28,11369,3 - 2,W,W,L,L,L,W,D,W,L,L,A. Boruc,S. Francis,C. Daniels,A. Smith,S. Cook,D. Gosling,H. Arter,M. Pugh,R. Fraser,J. King,B. Afobe,E. Howe,D. Randolph,W. Reid,José Fonte,A. Cresswell,M. Noble,S. Feghouli,C. Kouyaté,M. Antonio,Pedro Obiang,M. Lanzini,A. Carroll,S. Bilić
LIVERPOOL,BURNLEY,12 March 2017,28,53145,2 - 1,L,W,L,L,D,L,L,D,D,L,S. Mignolet,R. Klavan,N. Clyne,J. Matip,J. Milner,G. Wijnaldum,A. Lallana,Philippe Coutinho,E. Can,S. Mané,D. Origi,J. Klopp,T. Heaton,S. Ward,M. Lowton,B. Mee,M. Keane,J. Barton,S. Arfield,G. Boyd,J. Hendrick,A. Barnes,A. Gray,S. Dyche
WEST BROMWICH ALBION,ARSENAL,18 March 2017,29,24065,3 - 1,L,W,W,D,W,W,L,W,L,L,B. Foster,G. McAuley,J. Evans,A. Nyom,C. Dawson,D. Fletcher,C. Brunt,N. Chadli,J. Livermore,J. McClean,S. Rondón,T. Pulis,P. Čech,Nacho Monreal,L. Koscielny,S. Mustafi,Bellerín,A. Ramsey,G. Xhaka,A. Oxlade-Chamberlain,T. Walcott,A. Sánchez,D. Welbeck,A. Wenger
WEST HAM UNITED,LEICESTER CITY,18 March 2017,29,56979,2 - 3,W,D,W,L,L,L,W,L,L,D,D. Randolph,W. Reid,José Fonte,A. Cresswell,S. Byram,C. Kouyaté,M. Antonio,Pedro Obiang,M. Lanzini,A. Carroll,A. Ayew,S. Bilić,K. Schmeichel,R. Huth,C. Fuchs,D. Simpson,Y. Benalouane,M. Albrighton,D. Drinkwater,R. Mahrez,W. Ndidi,S. Okazaki,J. Vardy,C. Shakespeare
SUNDERLAND,BURNLEY,18 March 2017,29,41518,0 - 0,W,L,L,D,D,L,L,D,D,L,J. Pickford,J. O'Shea,B. Jones,B. Oviedo,J. Denayer,S. Larsson,D. Gibson,J. Rodwell,A. Januzaj,J. Defoe,F. Borini,D. Moyes,T. Heaton,S. Ward,M. Lowton,B. Mee,M. Keane,J. Barton,S. Arfield,G. Boyd,J. Hendrick,A. Barnes,A. Gray,S. Dyche
STOKE CITY,CHELSEA,18 March 2017,29,27724,1 - 2,W,L,D,D,D,W,L,D,W,W,L. Grant,E. Pieters,P. Bardsley,R. Shawcross,G. Cameron,B. Martins Indi,J. Allen,J. Walters,M. Arnautović,S. Berahino,Ramadan Sobhi,M. Hughes,T. Courtois,G. Cahill,David Luiz,Azpilicueta,Marcos Alonso,Willian,V. Moses,N. Matić,Pedro,N. Kanté,Diego Costa,A. Conte
EVERTON,HULL CITY,18 March 2017,29,39248,4 - 0,L,D,W,W,D,D,L,D,L,W,Joel Robles,P. Jagielka,L. Baines,S. Coleman,A. Williams,M. Schneiderlin,I. Gueye,R. Barkley,T. Davies,R. Lukaku,D. Calvert-Lewin,R. Koeman,E. Jakupovic,C. Davies,A. Ranocchia,O. Elabdellaoui,H. Maguire,A. Robertson,T. Huddlestone,A. N'Diaye,S. Clucas,L. Marković,A. Hernández,Marco Silva
CRYSTAL PALACE,WATFORD,18 March 2017,29,25109,1 - 0,W,W,W,D,W,L,W,L,D,L,W. Hennessey,M. Sakho,J. Tomkins,J. Ward,J. Schlupp,Y. Cabaye,J. Puncheon,A. Townsend,L. Milivojević,W. Zaha,C. Benteke,S. Allardyce,Gomes,Y. Kaboul,S. Prödl,M. Britos,C. Cathcart,D. Janmaat,V. Behrami,E. Capoue,T. Cleverley,T. Deeney,M. Niang,W. Mazzarri
AFC BOURNEMOUTH,SWANSEA CITY,18 March 2017,29,11240,2 - 0,W,W,L,L,L,L,L,L,L,L,A. Boruc,S. Francis,C. Daniels,A. Smith,S. Cook,A. Surman,D. Gosling,M. Pugh,R. Fraser,J. King,B. Afobe,E. Howe,Ł. Fabiański,F. Fernández,S. Kingsley,A. Mawson,J. Cork,L. Fer,Ki Sung-Yeung,G. Sigurðsson,T. Carroll,Llorente,J. Ayew,P. Clement
EVERTON,WEST BROMWICH ALBION,11 March 2017,28,39592,3 - 0,L,D,W,W,D,L,W,W,D,W,Joel Robles,P. Jagielka,L. Baines,S. Coleman,A. Williams,G. Barry,M. Schneiderlin,R. Barkley,T. Davies,K. Mirallas,R. Lukaku,R. Koeman,B. Foster,G. McAuley,J. Evans,A. Nyom,C. Dawson,D. Fletcher,C. Yacob,N. Chadli,J. Livermore,J. McClean,H. Robson-Kanu,T. Pulis
SWANSEA CITY,BURNLEY,4 March 2017,27,20679,3 - 2,L,L,L,L,L,L,L,D,D,L,Ł. Fabiański,Martin Olsson,K. Naughton,F. Fernández,A. Mawson,J. Cork,L. Fer,G. Sigurðsson,T. Carroll,Llorente,L. Narsingh,P. Clement,P. Robinson,S. Ward,M. Lowton,B. Mee,M. Keane,J. Barton,G. Boyd,R. Brady,J. Hendrick,S. Vokes,A. Gray,S. Dyche
STOKE CITY,MIDDLESBROUGH,4 March 2017,27,27644,2 - 0,W,L,D,D,D,D,L,D,W,W,L. Grant,E. Pieters,G. Johnson,R. Shawcross,G. Cameron,B. Martins Indi,G. Whelan,J. Allen,P. Crouch,M. Arnautović,Ramadan Sobhi,M. Hughes,Víctor Valdés,G. Friend,Fábio,Daniel Ayala,B. Gibson,G. Leadbitter,A. Clayton,G. Ramírez,M. de Roon,Adama Traoré,R. Gestede,Karanka
LEICESTER CITY,HULL CITY,4 March 2017,27,31971,3 - 1,L,W,L,L,D,D,L,D,L,W,K. Schmeichel,R. Huth,C. Fuchs,D. Simpson,W. Morgan,M. Albrighton,D. Drinkwater,R. Mahrez,W. Ndidi,S. Okazaki,J. Vardy,C. Shakespeare,E. Jakupovic,A. Ranocchia,H. Maguire,A. Robertson,T. Huddlestone,Ahmed El Mohamady,A. N'Diaye,S. Clucas,L. Marković,K. Grosicki,O. Niasse,Marco Silva
LIVERPOOL,ARSENAL,4 March 2017,27,53146,3 - 1,L,W,L,L,D,W,L,W,L,L,S. Mignolet,R. Klavan,N. Clyne,J. Matip,J. Milner,G. Wijnaldum,A. Lallana,Philippe Coutinho,E. Can,S. Mané,Roberto Firmino,J. Klopp,P. Čech,Nacho Monreal,L. Koscielny,S. Mustafi,Bellerín,F. Coquelin,G. Xhaka,A. Oxlade-Chamberlain,A. Iwobi,D. Welbeck,O. Giroud,A. Wenger
TOTTENHAM HOTSPUR,EVERTON,5 March 2017,27,31962,3 - 2,W,W,L,W,L,L,D,W,W,D,H. Lloris,J. Vertonghen,K. Walker,T. Alderweireld,B. Davies,M. Dembélé,V. Wanyama,C. Eriksen,D. Alli,E. Dier,H. Kane,M. Pochettino,Joel Robles,L. Baines,S. Coleman,A. Williams,Ramiro Funes Mori,G. Barry,M. Schneiderlin,I. Gueye,R. Barkley,T. Davies,R. Lukaku,R. Koeman
SUNDERLAND,MANCHESTER CITY,5 March 2017,27,41107,0 - 2,W,L,L,D,D,W,W,D,W,W,J. Pickford,J. O'Shea,B. Jones,L. Koné,B. Oviedo,S. Larsson,D. Gibson,D. Ndong,A. Januzaj,J. Defoe,F. Borini,D. Moyes,W. Caballero,B. Sagna,G. Clichy,A. Kolarov,J. Stones,David Silva,Y. Touré,Fernandinho,L. Sané,S. Agüero,R. Sterling,Guardiola
WEST HAM UNITED,CHELSEA,7 March 2017,27,56984,1 - 2,W,D,W,L,L,W,L,D,W,W,D. Randolph,W. Reid,José Fonte,A. Cresswell,M. Noble,R. Snodgrass,S. Feghouli,C. Kouyaté,Pedro Obiang,M. Lanzini,A. Carroll,S. Bilić,T. Courtois,G. Cahill,David Luiz,Azpilicueta,Marcos Alonso,Fàbregas,V. Moses,E. Hazard,Pedro,N. Kanté,Diego Costa,A. Conte
MANCHESTER CITY,STOKE CITY,9 March 2017,28,52625,0 - 0,W,W,D,W,W,W,L,D,D,D,W. Caballero,B. Sagna,G. Clichy,A. Kolarov,N. Otamendi,Y. Touré,Jesús Navas,Fernandinho,K. De Bruyne,L. Sané,S. Agüero,Guardiola,L. Grant,E. Pieters,P. Bardsley,R. Shawcross,G. Cameron,B. Martins Indi,J. Allen,J. Walters,M. Diouf,S. Berahino,Ramadan Sobhi,M. Hughes
HULL CITY,SWANSEA CITY,11 March 2017,28,19195,2 - 1,D,L,D,L,W,L,L,L,L,L,E. Jakupovic,A. Ranocchia,O. Elabdellaoui,H. Maguire,A. Robertson,T. Huddlestone,A. N'Diaye,S. Clucas,L. Marković,K. Grosicki,A. Hernández,Marco Silva,Ł. Fabiański,Martin Olsson,Àngel Rangel,F. Fernández,A. Mawson,W. Routledge,J. Cork,L. Fer,G. Sigurðsson,T. Carroll,Llorente,P. Clement
WATFORD,SOUTHAMPTON,4 March 2017,27,20670,3 - 4,L,W,L,D,L,L,W,D,W,L,Gomes,Y. Kaboul,S. Prödl,J. Holebas,M. Britos,V. Behrami,E. Capoue,T. Cleverley,S. Okaka,T. Deeney,M. Niang,W. Mazzarri,F. Forster,M. Yoshida,R. Bertrand,Cédric Soares,J. Stephens,S. Davis,D. Tadić,Oriol Romeu,N. Redmond,J. Ward-Prowse,M. Gabbiadini,C. Puel
HULL CITY,BURNLEY,25 February 2017,26,20156,1 - 1,D,L,D,L,W,L,L,D,D,L,E. Jakupovic,A. Ranocchia,O. Elabdellaoui,H. Maguire,A. Robertson,S. Maloney,T. Huddlestone,Ahmed El Mohamady,A. N'Diaye,D. Mbokani,K. Grosicki,Marco Silva,T. Heaton,S. Ward,M. Lowton,B. Mee,M. Keane,J. Barton,G. Boyd,A. Westwood,R. Brady,A. Barnes,A. Gray,S. Dyche
EVERTON,SUNDERLAND,25 February 2017,26,39595,2 - 0,L,D,W,W,D,W,L,L,D,D,Joel Robles,L. Baines,S. Coleman,A. Williams,Ramiro Funes Mori,M. Schneiderlin,I. Gueye,R. Barkley,T. Davies,R. Lukaku,A. Lookman,R. Koeman,J. Pickford,J. O'Shea,B. Jones,L. Koné,B. Oviedo,S. Larsson,D. Gibson,D. Ndong,A. Januzaj,J. Defoe,F. Borini,D. Moyes
CRYSTAL PALACE,MIDDLESBROUGH,25 February 2017,26,25416,1 - 0,W,W,W,D,W,D,L,D,W,W,W. Hennessey,M. Sakho,J. Tomkins,J. Ward,P. van Aanholt,Y. Cabaye,J. Puncheon,A. Townsend,L. Milivojević,W. Zaha,C. Benteke,S. Allardyce,Víctor Valdés,B. Espinosa,Fábio,Daniel Ayala,B. Gibson,S. Downing,G. Ramírez,A. Forshaw,M. de Roon,Álvaro Negredo,C. Stuani,Karanka
CHELSEA,SWANSEA CITY,25 February 2017,26,41612,3 - 1,W,L,D,W,W,L,L,L,L,L,T. Courtois,G. Cahill,David Luiz,Azpilicueta,Marcos Alonso,Fàbregas,V. Moses,E. Hazard,Pedro,N. Kanté,Diego Costa,A. Conte,Ł. Fabiański,Martin Olsson,K. Naughton,F. Fernández,A. Mawson,W. Routledge,J. Cork,L. Fer,G. Sigurðsson,T. Carroll,Llorente,P. Clement
WATFORD,WEST HAM UNITED,25 February 2017,26,20702,1 - 1,L,W,L,D,L,W,D,W,L,L,Gomes,Y. Kaboul,J. Holebas,M. Britos,D. Janmaat,V. Behrami,E. Capoue,T. Cleverley,M. Zárate,T. Deeney,M. Niang,W. Mazzarri,D. Randolph,W. Reid,José Fonte,A. Cresswell,M. Noble,R. Snodgrass,S. Feghouli,C. Kouyaté,M. Antonio,Pedro Obiang,M. Lanzini,S. Bilić
TOTTENHAM HOTSPUR,STOKE CITY,26 February 2017,26,31864,4 - 0,W,W,L,W,L,W,L,D,D,D,H. Lloris,J. Vertonghen,K. Walker,T. Alderweireld,B. Davies,M. Dembélé,V. Wanyama,C. Eriksen,D. Alli,E. Dier,H. Kane,M. Pochettino,L. Grant,E. Pieters,P. Bardsley,R. Shawcross,B. Martins Indi,C. Adam,G. Whelan,J. Allen,P. Crouch,M. Arnautović,Ramadan Sobhi,M. Hughes
LEICESTER CITY,LIVERPOOL,28 February 2017,26,32034,3 - 1,L,W,L,L,D,L,W,L,L,D,K. Schmeichel,R. Huth,C. Fuchs,D. Simpson,W. Morgan,M. Albrighton,D. Drinkwater,R. Mahrez,W. Ndidi,S. Okazaki,J. Vardy,C. Shakespeare,S. Mignolet,N. Clyne,J. Matip,J. Milner,G. Wijnaldum,Lucas Leiva,A. Lallana,Philippe Coutinho,E. Can,S. Mané,Roberto Firmino,J. Klopp
MANCHESTER UNITED,AFC BOURNEMOUTH,4 March 2017,27,75245,1 - 1,L,W,D,L,W,W,W,L,L,L,David de Gea,A. Valencia,M. Rojo,P. Jones,L. Shaw,M. Carrick,Mata,P. Pogba,Z. Ibrahimović,W. Rooney,A. Martial,José Mourinho,A. Boruc,C. Daniels,A. Smith,S. Cook,T. Mings,A. Surman,H. Arter,M. Pugh,R. Fraser,J. King,B. Afobe,E. Howe
WEST BROMWICH ALBION,CRYSTAL PALACE,4 March 2017,27,24051,0 - 2,L,W,W,D,W,W,W,W,D,W,B. Foster,G. McAuley,J. Evans,A. Nyom,C. Dawson,J. Morrison,D. Fletcher,C. Brunt,N. Chadli,J. Livermore,S. Rondón,T. Pulis,W. Hennessey,M. Sakho,J. Tomkins,J. Ward,P. van Aanholt,Y. Cabaye,J. Puncheon,A. Townsend,L. Milivojević,W. Zaha,C. Benteke,S. Allardyce
MIDDLESBROUGH,MANCHESTER UNITED,19 March 2017,29,32689,1 - 3,D,L,D,W,W,L,W,D,L,W,Víctor Valdés,Barragán,B. Espinosa,Fábio,B. Gibson,S. Downing,G. Leadbitter,A. Clayton,G. Ramírez,M. de Roon,Álvaro Negredo,S. Agnew,David de Gea,A. Valencia,C. Smalling,P. Jones,E. Bailly,M. Carrick,A. Young,M. Fellaini,Mata,J. Lingard,M. Rashford,José Mourinho
WEST HAM UNITED,WEST BROMWICH ALBION,11 February 2017,25,56983,2 - 2,W,D,W,L,L,L,W,W,D,W,D. Randolph,W. Reid,José Fonte,A. Cresswell,M. Noble,R. Snodgrass,S. Feghouli,C. Kouyaté,M. Antonio,Pedro Obiang,M. Lanzini,S. Bilić,B. Foster,G. McAuley,A. Nyom,C. Dawson,J. Morrison,D. Fletcher,C. Brunt,N. Chadli,M. Phillips,J. Livermore,S. Rondón,T. Pulis
BURNLEY,WEST HAM UNITED,21 May 2017,38,21634,1 - 2,L,L,D,D,L,W,D,W,L,L,T. Heaton,S. Ward,K. Long,M. Lowton,J. Tarkowski,S. Arfield,A. Westwood,R. Brady,J. Hendrick,S. Vokes,A. Gray,S. Dyche,Adrián,J. Collins,A. Ogbonna,José Fonte,A. Cresswell,S. Byram,R. Snodgrass,S. Feghouli,M. Lanzini,E. Fernandes,A. Ayew,S. Bilić
STOKE CITY,CRYSTAL PALACE,11 February 2017,25,27007,1 - 0,W,L,D,D,D,W,W,W,D,W,L. Grant,E. Pieters,P. Bardsley,R. Shawcross,B. Martins Indi,C. Adam,G. Whelan,J. Allen,P. Crouch,M. Arnautović,Ramadan Sobhi,M. Hughes,W. Hennessey,D. Delaney,J. Tomkins,J. Ward,P. van Aanholt,J. Puncheon,J. McArthur,A. Townsend,L. Milivojević,W. Zaha,C. Benteke,S. Allardyce
MIDDLESBROUGH,EVERTON,11 February 2017,25,31496,0 - 0,D,L,D,W,W,L,D,W,W,D,Víctor Valdés,B. Espinosa,Fábio,B. Gibson,C. Chambers,A. Clayton,A. Forshaw,M. de Roon,Adama Traoré,Álvaro Negredo,C. Stuani,Karanka,Joel Robles,L. Baines,S. Coleman,A. Williams,Ramiro Funes Mori,M. Schneiderlin,I. Gueye,R. Barkley,T. Davies,R. Lukaku,A. Lookman,R. Koeman
MANCHESTER UNITED,CRYSTAL PALACE,21 May 2017,38,75254,2 - 0,L,W,D,L,W,W,W,W,D,W,Joel Castro,P. Jones,E. Bailly,A. Tuanzebe,T. Fosu-Mensah,P. Pogba,J. Lingard,J. Harrop,D. Mitchell,S. McTominay,W. Rooney,José Mourinho,W. Hennessey,J. Tomkins,M. Kelly,J. Ward,P. van Aanholt,J. Schlupp,J. Puncheon,J. McArthur,L. Milivojević,W. Zaha,C. Benteke,S. Allardyce
LIVERPOOL,TOTTENHAM HOTSPUR,11 February 2017,25,53159,2 - 0,L,W,L,L,D,W,W,L,W,L,S. Mignolet,N. Clyne,J. Matip,J. Milner,G. Wijnaldum,Lucas Leiva,A. Lallana,J. Henderson,Philippe Coutinho,S. Mané,Roberto Firmino,J. Klopp,H. Lloris,K. Walker,T. Alderweireld,B. Davies,M. Dembélé,V. Wanyama,C. Eriksen,D. Alli,E. Dier,Son Heung-Min,H. Kane,M. Pochettino
BURNLEY,CHELSEA,12 February 2017,25,21744,1 - 1,L,L,D,D,L,W,L,D,W,W,T. Heaton,S. Ward,M. Lowton,B. Mee,M. Keane,J. Barton,G. Boyd,A. Westwood,R. Brady,A. Barnes,A. Gray,S. Dyche,T. Courtois,G. Cahill,David Luiz,Azpilicueta,Marcos Alonso,V. Moses,N. Matić,E. Hazard,Pedro,N. Kanté,Diego Costa,A. Conte
SWANSEA CITY,LEICESTER CITY,12 February 2017,25,20391,2 - 0,L,L,L,L,L,L,W,L,L,D,Ł. Fabiański,Martin Olsson,K. Naughton,F. Fernández,A. Mawson,N. Dyer,J. Cork,L. Fer,G. Sigurðsson,T. Carroll,Llorente,P. Clement,K. Schmeichel,R. Huth,C. Fuchs,D. Simpson,W. Morgan,M. Albrighton,D. Drinkwater,R. Mahrez,W. Ndidi,D. Gray,J. Vardy,C. Ranieri
AFC BOURNEMOUTH,MANCHESTER CITY,14 February 2017,25,11129,0 - 2,W,W,L,L,L,W,W,D,W,W,A. Boruc,S. Francis,C. Daniels,A. Smith,S. Cook,A. Surman,H. Arter,J. Wilshere,R. Fraser,J. Ibe,J. King,E. Howe,W. Caballero,B. Sagna,A. Kolarov,J. Stones,David Silva,Y. Touré,Fernandinho,K. De Bruyne,L. Sané,R. Sterling,Gabriel Jesus,Guardiola
ARSENAL,HULL CITY,11 February 2017,25,59962,2 - 0,W,L,W,L,L,D,L,D,L,W,P. Čech,K. Gibbs,L. Koscielny,S. Mustafi,Bellerín,M. Özil,F. Coquelin,A. Oxlade-Chamberlain,A. Iwobi,T. Walcott,A. Sánchez,A. Wenger,E. Jakupovic,A. Ranocchia,O. Elabdellaoui,H. Maguire,A. Robertson,T. Huddlestone,A. N'Diaye,S. Clucas,L. Marković,K. Grosicki,O. Niasse,Marco Silva
WEST BROMWICH ALBION,STOKE CITY,4 February 2017,24,23921,1 - 0,L,W,W,D,W,W,L,D,D,D,B. Foster,G. McAuley,A. Nyom,C. Dawson,J. Morrison,D. Fletcher,C. Brunt,N. Chadli,M. Phillips,J. Livermore,S. Rondón,T. Pulis,L. Grant,E. Pieters,P. Bardsley,R. Shawcross,B. Martins Indi,C. Adam,I. Afellay,G. Whelan,J. Allen,P. Crouch,M. Arnautović,M. Hughes
WATFORD,BURNLEY,4 February 2017,24,20178,2 - 1,L,W,L,D,L,L,L,D,D,L,Gomes,Y. Kaboul,S. Prödl,J. Holebas,C. Cathcart,V. Behrami,E. Capoue,T. Cleverley,M. Zárate,T. Deeney,M. Niang,W. Mazzarri,T. Heaton,S. Ward,M. Lowton,B. Mee,M. Keane,J. Barton,S. Arfield,G. Boyd,J. Hendrick,A. Barnes,A. Gray,S. Dyche
SOUTHAMPTON,WEST HAM UNITED,4 February 2017,24,31891,1 - 3,L,W,D,W,L,W,D,W,L,L,F. Forster,M. Yoshida,R. Bertrand,Cédric Soares,J. Stephens,S. Davis,Oriol Romeu,J. Ward-Prowse,S. Boufal,J. Rodriguez,M. Gabbiadini,C. Puel,D. Randolph,W. Reid,José Fonte,A. Cresswell,M. Noble,R. Snodgrass,S. Feghouli,C. Kouyaté,M. Antonio,Pedro Obiang,A. Carroll,S. Bilić
HULL CITY,LIVERPOOL,4 February 2017,24,24822,2 - 0,D,L,D,L,W,L,W,L,L,D,E. Jakupovic,A. Ranocchia,O. Elabdellaoui,H. Maguire,A. Robertson,T. Huddlestone,Evandro,A. N'Diaye,S. Clucas,K. Grosicki,A. Hernández,Marco Silva,S. Mignolet,N. Clyne,J. Matip,J. Milner,Lucas Leiva,A. Lallana,J. Henderson,Philippe Coutinho,E. Can,S. Mané,Roberto Firmino,J. Klopp
EVERTON,AFC BOURNEMOUTH,4 February 2017,24,39026,6 - 3,L,D,W,W,D,W,W,L,L,L,Joel Robles,L. Baines,S. Coleman,A. Williams,Ramiro Funes Mori,G. Barry,M. Schneiderlin,J. McCarthy,R. Barkley,R. Lukaku,A. Lookman,R. Koeman,A. Boruc,S. Francis,S. Cook,T. Mings,A. Surman,D. Gosling,H. Arter,M. Pugh,J. Wilshere,R. Fraser,J. King,E. Howe
CRYSTAL PALACE,SUNDERLAND,4 February 2017,24,25310,0 - 4,W,W,W,D,W,W,L,L,D,D,W. Hennessey,D. Delaney,J. Tomkins,S. Dann,J. Ward,P. van Aanholt,Y. Cabaye,J. Puncheon,J. McArthur,W. Zaha,C. Benteke,S. Allardyce,V. Mannone,J. O'Shea,B. Jones,L. Koné,B. Oviedo,J. Denayer,S. Larsson,J. Rodwell,D. Ndong,A. Januzaj,J. Defoe,D. Moyes
TOTTENHAM HOTSPUR,MIDDLESBROUGH,4 February 2017,24,31949,1 - 0,W,W,L,W,L,D,L,D,W,W,H. Lloris,K. Walker,T. Alderweireld,B. Davies,M. Dembélé,V. Wanyama,C. Eriksen,D. Alli,E. Dier,Son Heung-Min,H. Kane,M. Pochettino,Víctor Valdés,B. Espinosa,Fábio,B. Gibson,C. Chambers,S. Downing,A. Clayton,A. Forshaw,M. de Roon,Adama Traoré,Álvaro Negredo,Karanka
MANCHESTER CITY,SWANSEA CITY,5 February 2017,24,54065,2 - 1,W,W,D,W,W,L,L,L,L,L,W. Caballero,G. Clichy,A. Kolarov,J. Stones,David Silva,Y. Touré,Fernandinho,K. De Bruyne,L. Sané,R. Sterling,Gabriel Jesus,Guardiola,Ł. Fabiański,Martin Olsson,K. Naughton,F. Fernández,A. Mawson,W. Routledge,J. Cork,L. Fer,G. Sigurðsson,T. Carroll,Llorente,P. Clement
LEICESTER CITY,MANCHESTER UNITED,5 February 2017,24,32072,0 - 3,L,W,L,L,D,L,W,D,L,W,K. Schmeichel,R. Huth,C. Fuchs,D. Simpson,W. Morgan,D. Drinkwater,R. Mahrez,W. Ndidi,S. Okazaki,A. Musa,J. Vardy,C. Ranieri,David de Gea,A. Valencia,M. Rojo,C. Smalling,E. Bailly,Mata,H. Mkhitaryan,Ander Herrera,P. Pogba,Z. Ibrahimović,M. Rashford,José Mourinho
CHELSEA,ARSENAL,4 February 2017,24,41490,3 - 1,W,L,D,W,W,W,L,W,L,L,T. Courtois,G. Cahill,David Luiz,Azpilicueta,Marcos Alonso,V. Moses,N. Matić,E. Hazard,Pedro,N. Kanté,Diego Costa,A. Conte,P. Čech,Nacho Monreal,L. Koscielny,S. Mustafi,Bellerín,M. Özil,F. Coquelin,A. Oxlade-Chamberlain,A. Iwobi,T. Walcott,A. Sánchez,A. Wenger
SUNDERLAND,TOTTENHAM HOTSPUR,1 February 2017,23,40058,0 - 0,W,L,L,D,D,W,W,L,W,L,V. Mannone,J. O'Shea,B. Jones,L. Koné,Javi Manquillo,J. Denayer,S. Larsson,J. Rodwell,D. Ndong,J. Defoe,F. Borini,D. Moyes,M. Vorm,D. Rose,K. Walker,T. Alderweireld,M. Dembélé,V. Wanyama,C. Eriksen,D. Alli,E. Dier,Son Heung-Min,H. Kane,M. Pochettino
MIDDLESBROUGH,WEST BROMWICH ALBION,1 February 2017,23,27316,1 - 1,D,L,D,W,W,L,W,W,D,W,Víctor Valdés,Barragán,B. Espinosa,Fábio,B. Gibson,A. Clayton,A. Forshaw,M. de Roon,Adama Traoré,Álvaro Negredo,C. Stuani,Karanka,B. Foster,G. McAuley,A. Nyom,C. Dawson,J. Morrison,D. Fletcher,C. Yacob,C. Brunt,N. Chadli,M. Phillips,S. Rondón,T. Pulis
BURNLEY,LEICESTER CITY,1 February 2017,23,19202,1 - 0,L,L,D,D,L,L,W,L,L,D,T. Heaton,S. Ward,M. Lowton,B. Mee,M. Keane,J. Barton,S. Defour,G. Boyd,J. Hendrick,A. Barnes,A. Gray,S. Dyche,K. Schmeichel,R. Huth,C. Fuchs,D. Simpson,W. Morgan,M. Albrighton,D. Drinkwater,R. Mahrez,W. Ndidi,D. Gray,J. Vardy,C. Ranieri
ARSENAL,WATFORD,1 February 2017,23,60035,1 - 2,W,L,W,L,L,L,W,L,D,L,P. Čech,Nacho Monreal,L. Koscielny,S. Mustafi,Gabriel Paulista,M. Özil,F. Coquelin,A. Ramsey,A. Iwobi,A. Sánchez,O. Giroud,A. Wenger,Gomes,Y. Kaboul,S. Prödl,M. Britos,C. Cathcart,D. Janmaat,V. Behrami,E. Capoue,T. Cleverley,T. Deeney,M. Niang,W. Mazzarri
AFC BOURNEMOUTH,CRYSTAL PALACE,1 February 2017,23,11286,0 - 2,W,W,L,L,L,W,W,W,D,W,A. Boruc,S. Francis,A. Smith,S. Cook,B. Smith,A. Surman,J. Wilshere,J. Stanislas,R. Fraser,J. King,B. Afobe,E. Howe,W. Hennessey,D. Delaney,J. Tomkins,S. Dann,J. Ward,P. van Aanholt,Y. Cabaye,J. Puncheon,J. McArthur,W. Zaha,C. Benteke,S. Allardyce
LIVERPOOL,CHELSEA,1 February 2017,23,53157,1 - 1,L,W,L,L,D,W,L,D,W,W,S. Mignolet,D. Lovren,N. Clyne,J. Matip,J. Milner,G. Wijnaldum,A. Lallana,J. Henderson,Philippe Coutinho,E. Can,Roberto Firmino,J. Klopp,T. Courtois,G. Cahill,David Luiz,Azpilicueta,Marcos Alonso,Willian,V. Moses,N. Matić,E. Hazard,N. Kanté,Diego Costa,A. Conte
WEST HAM UNITED,MANCHESTER CITY,2 February 2017,23,56980,0 - 4,W,D,W,L,L,W,W,D,W,W,D. Randolph,W. Reid,José Fonte,A. Cresswell,S. Byram,M. Noble,S. Feghouli,M. Antonio,Pedro Obiang,M. Lanzini,A. Carroll,S. Bilić,W. Caballero,B. Sagna,A. Kolarov,N. Otamendi,J. Stones,David Silva,Y. Touré,K. De Bruyne,L. Sané,R. Sterling,Gabriel Jesus,Guardiola
STOKE CITY,EVERTON,2 February 2017,23,27612,1 - 1,W,L,D,D,D,L,D,W,W,D,L. Grant,E. Pieters,P. Bardsley,R. Shawcross,B. Martins Indi,C. Adam,I. Afellay,G. Whelan,J. Allen,P. Crouch,M. Arnautović,M. Hughes,Joel Robles,L. Baines,S. Coleman,A. Williams,Ramiro Funes Mori,M. Holgate,M. Schneiderlin,R. Barkley,T. Davies,K. Mirallas,R. Lukaku,R. Koeman
MANCHESTER UNITED,HULL CITY,2 February 2017,23,75297,0 - 0,L,W,D,L,W,D,L,D,L,W,David de Gea,A. Valencia,D. Blind,M. Rojo,P. Jones,M. Carrick,H. Mkhitaryan,Ander Herrera,P. Pogba,Z. Ibrahimović,M. Rashford,José Mourinho,E. Jakupovic,M. Dawson,H. Maguire,A. Robertson,J. Tymon,T. Huddlestone,Evandro,D. Meyler,S. Clucas,L. Marković,O. Niasse,Marco Silva
LIVERPOOL,SWANSEA CITY,21 January 2017,22,53169,2 - 3,L,W,L,L,D,L,L,L,L,L,S. Mignolet,R. Klavan,D. Lovren,N. Clyne,J. Milner,G. Wijnaldum,A. Lallana,J. Henderson,Philippe Coutinho,E. Can,Roberto Firmino,J. Klopp,Ł. Fabiański,Martin Olsson,K. Naughton,F. Fernández,A. Mawson,W. Routledge,J. Cork,L. Fer,G. Sigurðsson,T. Carroll,Llorente,P. Clement
